metro_station,latitude,longitude,metro_line,category_name,venues
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Arts & Entertainment,13
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],College & University,71
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Event,3
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Food,110
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Nightlife Spot,23
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Outdoors & Recreation,76
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Professional & Other Places,121
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Residence,11
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Shop & Service,62
aacd-servidor,-23.597824600000003,-46.652374,['lilas'],Travel & Transport,23
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Arts & Entertainment,8
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],College & University,42
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Event,0
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Food,96
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Nightlife Spot,11
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Outdoors & Recreation,33
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Professional & Other Places,89
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Residence,14
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Shop & Service,89
adolfo-pinheiro,-23.6500726,-46.7042057,['lilas'],Travel & Transport,15
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Arts & Entertainment,2
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],College & University,24
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Event,2
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Food,71
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Nightlife Spot,8
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Outdoors & Recreation,30
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Professional & Other Places,90
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Residence,15
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Shop & Service,65
alto-da-boa-vista,-23.641625100000002,-46.6994344,['lilas'],Travel & Transport,9
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Arts & Entertainment,10
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],College & University,23
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Event,2
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Food,68
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Nightlife Spot,12
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Outdoors & Recreation,43
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Professional & Other Places,47
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Residence,33
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Shop & Service,58
alto-do-ipiranga,-23.6022366,-46.6124857,['verde'],Travel & Transport,5
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Arts & Entertainment,32
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",College & University,75
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Event,7
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Food,214
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Nightlife Spot,55
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Outdoors & Recreation,68
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Professional & Other Places,136
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Residence,29
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Shop & Service,94
ana-rosa,-23.581871300000003,-46.6381039,"['azul', 'verde']",Travel & Transport,47
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Arts & Entertainment,86
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],College & University,53
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Event,18
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Food,203
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Nightlife Spot,97
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Outdoors & Recreation,95
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Professional & Other Places,171
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Residence,39
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Shop & Service,156
anhangabau,-23.547825399999997,-46.639179999999996,['vermelha'],Travel & Transport,97
armenia,-23.5254103,-46.629258965,['azul'],Arts & Entertainment,16
armenia,-23.5254103,-46.629258965,['azul'],College & University,54
armenia,-23.5254103,-46.629258965,['azul'],Event,2
armenia,-23.5254103,-46.629258965,['azul'],Food,113
armenia,-23.5254103,-46.629258965,['azul'],Nightlife Spot,21
armenia,-23.5254103,-46.629258965,['azul'],Outdoors & Recreation,21
armenia,-23.5254103,-46.629258965,['azul'],Professional & Other Places,80
armenia,-23.5254103,-46.629258965,['azul'],Residence,3
armenia,-23.5254103,-46.629258965,['azul'],Shop & Service,44
armenia,-23.5254103,-46.629258965,['azul'],Travel & Transport,24
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Arts & Entertainment,2
artur-alvim,-23.5402438,-46.4847063,['vermelha'],College & University,4
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Event,0
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Food,49
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Nightlife Spot,6
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Outdoors & Recreation,22
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Professional & Other Places,46
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Residence,2
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Shop & Service,52
artur-alvim,-23.5402438,-46.4847063,['vermelha'],Travel & Transport,7
belem,-23.5428718,-46.589615,['vermelha'],Arts & Entertainment,10
belem,-23.5428718,-46.589615,['vermelha'],College & University,31
belem,-23.5428718,-46.589615,['vermelha'],Event,2
belem,-23.5428718,-46.589615,['vermelha'],Food,84
belem,-23.5428718,-46.589615,['vermelha'],Nightlife Spot,23
belem,-23.5428718,-46.589615,['vermelha'],Outdoors & Recreation,32
belem,-23.5428718,-46.589615,['vermelha'],Professional & Other Places,61
belem,-23.5428718,-46.589615,['vermelha'],Residence,20
belem,-23.5428718,-46.589615,['vermelha'],Shop & Service,61
belem,-23.5428718,-46.589615,['vermelha'],Travel & Transport,12
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Arts & Entertainment,8
borba-gato,-23.633466100000003,-46.6928675,['lilas'],College & University,31
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Event,3
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Food,108
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Nightlife Spot,12
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Outdoors & Recreation,37
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Professional & Other Places,84
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Residence,14
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Shop & Service,65
borba-gato,-23.633466100000003,-46.6928675,['lilas'],Travel & Transport,13
bras,-23.5453263,-46.6164435,['vermelha'],Arts & Entertainment,7
bras,-23.5453263,-46.6164435,['vermelha'],College & University,47
bras,-23.5453263,-46.6164435,['vermelha'],Event,4
bras,-23.5453263,-46.6164435,['vermelha'],Food,110
bras,-23.5453263,-46.6164435,['vermelha'],Nightlife Spot,12
bras,-23.5453263,-46.6164435,['vermelha'],Outdoors & Recreation,17
bras,-23.5453263,-46.6164435,['vermelha'],Professional & Other Places,59
bras,-23.5453263,-46.6164435,['vermelha'],Residence,21
bras,-23.5453263,-46.6164435,['vermelha'],Shop & Service,63
bras,-23.5453263,-46.6164435,['vermelha'],Travel & Transport,18
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Arts & Entertainment,13
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],College & University,41
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Event,4
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Food,84
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Nightlife Spot,12
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Outdoors & Recreation,24
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Professional & Other Places,70
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Residence,20
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Shop & Service,50
bresser-mooca,-23.546360600000003,-46.6071519,['vermelha'],Travel & Transport,18
brigadeiro,-23.5677281,-46.6489369,['verde'],Arts & Entertainment,42
brigadeiro,-23.5677281,-46.6489369,['verde'],College & University,63
brigadeiro,-23.5677281,-46.6489369,['verde'],Event,9
brigadeiro,-23.5677281,-46.6489369,['verde'],Food,232
brigadeiro,-23.5677281,-46.6489369,['verde'],Nightlife Spot,70
brigadeiro,-23.5677281,-46.6489369,['verde'],Outdoors & Recreation,67
brigadeiro,-23.5677281,-46.6489369,['verde'],Professional & Other Places,183
brigadeiro,-23.5677281,-46.6489369,['verde'],Residence,50
brigadeiro,-23.5677281,-46.6489369,['verde'],Shop & Service,179
brigadeiro,-23.5677281,-46.6489369,['verde'],Travel & Transport,89
brooklin,-23.626801699999998,-46.6881279,['lilas'],Arts & Entertainment,9
brooklin,-23.626801699999998,-46.6881279,['lilas'],College & University,48
brooklin,-23.626801699999998,-46.6881279,['lilas'],Event,5
brooklin,-23.626801699999998,-46.6881279,['lilas'],Food,99
brooklin,-23.626801699999998,-46.6881279,['lilas'],Nightlife Spot,12
brooklin,-23.626801699999998,-46.6881279,['lilas'],Outdoors & Recreation,36
brooklin,-23.626801699999998,-46.6881279,['lilas'],Professional & Other Places,97
brooklin,-23.626801699999998,-46.6881279,['lilas'],Residence,25
brooklin,-23.626801699999998,-46.6881279,['lilas'],Shop & Service,57
brooklin,-23.626801699999998,-46.6881279,['lilas'],Travel & Transport,21
butanta,-23.5718995,-46.7080896,['amarela'],Arts & Entertainment,8
butanta,-23.5718995,-46.7080896,['amarela'],College & University,26
butanta,-23.5718995,-46.7080896,['amarela'],Event,5
butanta,-23.5718995,-46.7080896,['amarela'],Food,90
butanta,-23.5718995,-46.7080896,['amarela'],Nightlife Spot,19
butanta,-23.5718995,-46.7080896,['amarela'],Outdoors & Recreation,34
butanta,-23.5718995,-46.7080896,['amarela'],Professional & Other Places,88
butanta,-23.5718995,-46.7080896,['amarela'],Residence,6
butanta,-23.5718995,-46.7080896,['amarela'],Shop & Service,61
butanta,-23.5718995,-46.7080896,['amarela'],Travel & Transport,25
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Arts & Entertainment,15
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],College & University,5
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Event,1
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Food,46
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Nightlife Spot,8
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Outdoors & Recreation,12
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Professional & Other Places,33
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Residence,13
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Shop & Service,36
camilo-haddad,-23.59551685,-46.53759008818971,['prata'],Travel & Transport,2
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Arts & Entertainment,4
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],College & University,12
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Event,1
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Food,54
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Nightlife Spot,4
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Outdoors & Recreation,28
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Professional & Other Places,35
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Residence,18
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Shop & Service,58
campo-limpo,-23.649245999999998,-46.7589296,['lilas'],Travel & Transport,8
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Arts & Entertainment,15
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],College & University,12
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Event,2
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Food,46
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Nightlife Spot,4
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Outdoors & Recreation,18
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Professional & Other Places,40
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Residence,8
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Shop & Service,46
capao-redondo,-23.659168899999997,-46.7680006,['lilas'],Travel & Transport,6
carandiru,-23.5095466,-46.624977147458495,['azul'],Arts & Entertainment,17
carandiru,-23.5095466,-46.624977147458495,['azul'],College & University,34
carandiru,-23.5095466,-46.624977147458495,['azul'],Event,3
carandiru,-23.5095466,-46.624977147458495,['azul'],Food,107
carandiru,-23.5095466,-46.624977147458495,['azul'],Nightlife Spot,21
carandiru,-23.5095466,-46.624977147458495,['azul'],Outdoors & Recreation,22
carandiru,-23.5095466,-46.624977147458495,['azul'],Professional & Other Places,86
carandiru,-23.5095466,-46.624977147458495,['azul'],Residence,4
carandiru,-23.5095466,-46.624977147458495,['azul'],Shop & Service,82
carandiru,-23.5095466,-46.624977147458495,['azul'],Travel & Transport,94
carrao,-23.5378874,-46.564262400000004,['vermelha'],Arts & Entertainment,14
carrao,-23.5378874,-46.564262400000004,['vermelha'],College & University,55
carrao,-23.5378874,-46.564262400000004,['vermelha'],Event,4
carrao,-23.5378874,-46.564262400000004,['vermelha'],Food,126
carrao,-23.5378874,-46.564262400000004,['vermelha'],Nightlife Spot,31
carrao,-23.5378874,-46.564262400000004,['vermelha'],Outdoors & Recreation,40
carrao,-23.5378874,-46.564262400000004,['vermelha'],Professional & Other Places,79
carrao,-23.5378874,-46.564262400000004,['vermelha'],Residence,28
carrao,-23.5378874,-46.564262400000004,['vermelha'],Shop & Service,60
carrao,-23.5378874,-46.564262400000004,['vermelha'],Travel & Transport,9
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Arts & Entertainment,19
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",College & University,57
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Event,3
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Food,129
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Nightlife Spot,23
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Outdoors & Recreation,63
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Professional & Other Places,126
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Residence,38
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Shop & Service,95
chacara-klabin,-23.5926813,-46.630680700000006,"['lilas', 'verde']",Travel & Transport,23
clinicas,-23.5541125,-46.673004799999994,['verde'],Arts & Entertainment,40
clinicas,-23.5541125,-46.673004799999994,['verde'],College & University,70
clinicas,-23.5541125,-46.673004799999994,['verde'],Event,3
clinicas,-23.5541125,-46.673004799999994,['verde'],Food,138
clinicas,-23.5541125,-46.673004799999994,['verde'],Nightlife Spot,59
clinicas,-23.5541125,-46.673004799999994,['verde'],Outdoors & Recreation,59
clinicas,-23.5541125,-46.673004799999994,['verde'],Professional & Other Places,110
clinicas,-23.5541125,-46.673004799999994,['verde'],Residence,24
clinicas,-23.5541125,-46.673004799999994,['verde'],Shop & Service,89
clinicas,-23.5541125,-46.673004799999994,['verde'],Travel & Transport,37
conceicao,-23.6350111,-46.641295,['azul'],Arts & Entertainment,7
conceicao,-23.6350111,-46.641295,['azul'],College & University,21
conceicao,-23.6350111,-46.641295,['azul'],Event,2
conceicao,-23.6350111,-46.641295,['azul'],Food,146
conceicao,-23.6350111,-46.641295,['azul'],Nightlife Spot,15
conceicao,-23.6350111,-46.641295,['azul'],Outdoors & Recreation,49
conceicao,-23.6350111,-46.641295,['azul'],Professional & Other Places,84
conceicao,-23.6350111,-46.641295,['azul'],Residence,23
conceicao,-23.6350111,-46.641295,['azul'],Shop & Service,87
conceicao,-23.6350111,-46.641295,['azul'],Travel & Transport,12
consolacao,-23.5581208,-46.660219299999994,['verde'],Arts & Entertainment,59
consolacao,-23.5581208,-46.660219299999994,['verde'],College & University,72
consolacao,-23.5581208,-46.660219299999994,['verde'],Event,8
consolacao,-23.5581208,-46.660219299999994,['verde'],Food,238
consolacao,-23.5581208,-46.660219299999994,['verde'],Nightlife Spot,121
consolacao,-23.5581208,-46.660219299999994,['verde'],Outdoors & Recreation,72
consolacao,-23.5581208,-46.660219299999994,['verde'],Professional & Other Places,182
consolacao,-23.5581208,-46.660219299999994,['verde'],Residence,45
consolacao,-23.5581208,-46.660219299999994,['verde'],Shop & Service,165
consolacao,-23.5581208,-46.660219299999994,['verde'],Travel & Transport,90
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Arts & Entertainment,6
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],College & University,5
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Event,1
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Food,48
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Nightlife Spot,5
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Outdoors & Recreation,10
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Professional & Other Places,32
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Residence,0
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Shop & Service,65
corinthians-itaquera,-23.542299399999997,-46.4712065,['vermelha'],Travel & Transport,8
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Arts & Entertainment,16
eucaliptos,-23.609795499999997,-46.668617,['lilas'],College & University,38
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Event,5
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Food,161
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Nightlife Spot,56
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Outdoors & Recreation,67
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Professional & Other Places,128
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Residence,25
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Shop & Service,171
eucaliptos,-23.609795499999997,-46.668617,['lilas'],Travel & Transport,39
faria-lima,-23.5672551,-46.6939585,['amarela'],Arts & Entertainment,40
faria-lima,-23.5672551,-46.6939585,['amarela'],College & University,47
faria-lima,-23.5672551,-46.6939585,['amarela'],Event,3
faria-lima,-23.5672551,-46.6939585,['amarela'],Food,243
faria-lima,-23.5672551,-46.6939585,['amarela'],Nightlife Spot,109
faria-lima,-23.5672551,-46.6939585,['amarela'],Outdoors & Recreation,58
faria-lima,-23.5672551,-46.6939585,['amarela'],Professional & Other Places,151
